record_type,schema_version,status_seq,timestamp_ticks,status_domain,component,status_key,status_value,severity,flags
STS,1,302,1080277056,rp2040_timer0,system,uptime_seconds,67,INFO,0
STS,1,303,1080280576,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,304,1080283600,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,305,1080287792,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,306,1096276704,rp2040_timer0,system,uptime_seconds,68,INFO,0
STS,1,307,1096280448,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,308,1096283648,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,309,1096287536,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,310,1112277152,rp2040_timer0,system,uptime_seconds,69,INFO,0
STS,1,311,1112280400,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,312,1112283296,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,313,1112287584,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,314,1128276800,rp2040_timer0,system,uptime_seconds,70,INFO,0
STS,1,315,1128280576,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,316,1128283696,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,317,1128287600,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,318,1144276912,rp2040_timer0,system,uptime_seconds,71,INFO,0
STS,1,319,1144280640,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,320,1144283968,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,321,1144288128,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,322,1160276672,rp2040_timer0,system,uptime_seconds,72,INFO,0
STS,1,323,1160280400,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,324,1160283552,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,325,1160287504,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,326,1176276832,rp2040_timer0,system,uptime_seconds,73,INFO,0
STS,1,327,1176280592,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,328,1176284080,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,329,1176287488,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,330,1192277360,rp2040_timer0,system,uptime_seconds,74,INFO,0
STS,1,331,1192280464,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,332,1192283216,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,333,1192286960,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,334,1208276816,rp2040_timer0,system,uptime_seconds,75,INFO,0
STS,1,335,1208280256,rp2040_timer0,capture,event_count,1,INFO,0
STS,1,336,1208283136,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,337,1208286928,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,338,1224277232,rp2040_timer0,system,uptime_seconds,76,INFO,0
STS,1,339,1224280656,rp2040_timer0,capture,event_count,2,INFO,0
STS,1,340,1224283872,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,341,1224287728,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,342,1229365088,rp2040_timer0,command,h1_help,DAC?_DAC_SET_code_DAC_MID_DAC_ZERO_DAC_LIMITS?_FC0?_HELP,INFO,0
STS,1,343,1240276736,rp2040_timer0,system,uptime_seconds,77,INFO,0
STS,1,344,1240280496,rp2040_timer0,capture,event_count,3,INFO,0
STS,1,345,1240283648,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,346,1240287040,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,347,1256276896,rp2040_timer0,system,uptime_seconds,78,INFO,0
STS,1,348,1256280512,rp2040_timer0,capture,event_count,4,INFO,0
STS,1,349,1256283504,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,350,1256287264,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,351,1272276800,rp2040_timer0,system,uptime_seconds,79,INFO,0
STS,1,352,1272280528,rp2040_timer0,capture,event_count,5,INFO,0
STS,1,353,1272283728,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,354,1272287424,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,355,1288277024,rp2040_timer0,system,uptime_seconds,80,INFO,0
STS,1,356,1288280480,rp2040_timer0,capture,event_count,6,INFO,0
STS,1,357,1288283376,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,358,1288287264,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,359,1304277184,rp2040_timer0,system,uptime_seconds,81,INFO,0
STS,1,360,1304280832,rp2040_timer0,capture,event_count,7,INFO,0
STS,1,361,1304284288,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,362,1304288160,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,363,1320276672,rp2040_timer0,system,uptime_seconds,82,INFO,0
STS,1,364,1320280752,rp2040_timer0,capture,event_count,8,INFO,0
STS,1,365,1320284064,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,366,1320288112,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,367,1336276800,rp2040_timer0,system,uptime_seconds,83,INFO,0
STS,1,368,1336280560,rp2040_timer0,capture,event_count,9,INFO,0
STS,1,369,1336283968,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,370,1336287520,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,371,1352276768,rp2040_timer0,system,uptime_seconds,84,INFO,0
STS,1,372,1352280768,rp2040_timer0,capture,event_count,10,INFO,0
STS,1,373,1352284096,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,374,1352288192,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,375,1368276768,rp2040_timer0,system,uptime_seconds,85,INFO,0
STS,1,376,1368280736,rp2040_timer0,capture,event_count,11,INFO,0
STS,1,377,1368284256,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,378,1368288144,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,379,1384276816,rp2040_timer0,system,uptime_seconds,86,INFO,0
STS,1,380,1384280912,rp2040_timer0,capture,event_count,12,INFO,0
STS,1,381,1384284352,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,382,1384287824,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,383,1398930224,rp2040_timer0,dac,enabled,true,INFO,32768
STS,1,384,1398934080,rp2040_timer0,dac,initialized,false,WARN,0
STS,1,385,1398937392,rp2040_timer0,dac,last_write_ok,false,WARN,0
STS,1,386,1398941040,rp2040_timer0,dac,i2c_address,76,INFO,32768
STS,1,387,1398945552,rp2040_timer0,dac,min_code,0x7000,INFO,32768
STS,1,388,1398949696,rp2040_timer0,dac,max_code,0x9000,INFO,32768
STS,1,389,1398952816,rp2040_timer0,dac,last_requested_code,0x0000,INFO,0
STS,1,390,1398956208,rp2040_timer0,dac,last_applied_code,0x7000,INFO,0
STS,1,391,1398960160,rp2040_timer0,dac,gain_mode,1x,INFO,32768
STS,1,392,1398963888,rp2040_timer0,dac,reference_mode,external_or_breakout_default,INFO,32768
STS,1,393,1400276832,rp2040_timer0,system,uptime_seconds,87,INFO,0
STS,1,394,1400280656,rp2040_timer0,capture,event_count,13,INFO,0
STS,1,395,1400283664,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,396,1400287728,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,397,1416276816,rp2040_timer0,system,uptime_seconds,88,INFO,0
STS,1,398,1416280768,rp2040_timer0,capture,event_count,14,INFO,0
STS,1,399,1416284288,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,400,1416288256,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,401,1432276736,rp2040_timer0,system,uptime_seconds,89,INFO,0
STS,1,402,1432280816,rp2040_timer0,capture,event_count,15,INFO,0
STS,1,403,1432284448,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,404,1432288352,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,405,1448276512,rp2040_timer0,system,uptime_seconds,90,INFO,0
STS,1,406,1448280432,rp2040_timer0,capture,event_count,16,INFO,0
STS,1,407,1448283680,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,408,1448287696,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,409,1464276816,rp2040_timer0,system,uptime_seconds,91,INFO,0
STS,1,410,1464280848,rp2040_timer0,capture,event_count,17,INFO,0
STS,1,411,1464284528,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,412,1464288592,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,413,1480276992,rp2040_timer0,system,uptime_seconds,92,INFO,0
STS,1,414,1480281072,rp2040_timer0,capture,event_count,18,INFO,0
STS,1,415,1480284944,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,416,1480288848,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,417,1496276592,rp2040_timer0,system,uptime_seconds,93,INFO,0
STS,1,418,1496280672,rp2040_timer0,capture,event_count,19,INFO,0
STS,1,419,1496284048,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,420,1496287984,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,421,1512276608,rp2040_timer0,system,uptime_seconds,94,INFO,0
STS,1,422,1512280480,rp2040_timer0,capture,event_count,20,INFO,0
STS,1,423,1512284016,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,424,1512287856,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,425,1518516992,rp2040_timer0,dac,min_code,0x7000,INFO,32768
STS,1,426,1518520912,rp2040_timer0,dac,max_code,0x9000,INFO,32768
STS,1,427,1528276656,rp2040_timer0,system,uptime_seconds,95,INFO,0
STS,1,428,1528280464,rp2040_timer0,capture,event_count,21,INFO,0
STS,1,429,1528283536,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,430,1528287616,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,431,1544277008,rp2040_timer0,system,uptime_seconds,96,INFO,0
STS,1,432,1544280752,rp2040_timer0,capture,event_count,22,INFO,0
STS,1,433,1544284016,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,434,1544288192,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,435,1560276784,rp2040_timer0,system,uptime_seconds,97,INFO,0
STS,1,436,1560280784,rp2040_timer0,capture,event_count,23,INFO,0
STS,1,437,1560284256,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,438,1560288224,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,439,1576276928,rp2040_timer0,system,uptime_seconds,98,INFO,0
STS,1,440,1576280576,rp2040_timer0,capture,event_count,24,INFO,0
STS,1,441,1576283408,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,442,1576287440,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,443,1592276720,rp2040_timer0,system,uptime_seconds,99,INFO,0
STS,1,444,1592280624,rp2040_timer0,capture,event_count,25,INFO,0
STS,1,445,1592283808,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,446,1592287568,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,447,1608277072,rp2040_timer0,system,uptime_seconds,100,INFO,0
STS,1,448,1608280832,rp2040_timer0,capture,event_count,26,INFO,0
STS,1,449,1608284128,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,450,1608288128,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,451,1621635344,rp2040_timer0,fc0,valid,true,INFO,0
STS,1,452,1621639952,rp2040_timer0,fc0,measure_period_ms,1000,INFO,32768
STS,1,453,1621643280,rp2040_timer0,fc0,last_measured_khz,10000,INFO,0
STS,1,454,1621647280,rp2040_timer0,fc0,last_elapsed_us,1002,INFO,16
STS,1,455,1621651888,rp2040_timer0,fc0,last_counted_edges,10020,INFO,0
STS,1,456,1621655616,rp2040_timer0,fc0,last_gate_open_ticks,1608256000,INFO,16
STS,1,457,1621658608,rp2040_timer0,fc0,last_gate_close_ticks,1608272032,INFO,16
STS,1,458,1624277024,rp2040_timer0,system,uptime_seconds,101,INFO,0
STS,1,459,1624280928,rp2040_timer0,capture,event_count,27,INFO,0
STS,1,460,1624284416,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,461,1624288304,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,462,1640277088,rp2040_timer0,system,uptime_seconds,102,INFO,0
STS,1,463,1640281008,rp2040_timer0,capture,event_count,28,INFO,0
STS,1,464,1640284656,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,465,1640288608,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,466,1656276912,rp2040_timer0,system,uptime_seconds,103,INFO,0
STS,1,467,1656280864,rp2040_timer0,capture,event_count,29,INFO,0
STS,1,468,1656284400,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,469,1656288272,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,470,1672276928,rp2040_timer0,system,uptime_seconds,104,INFO,0
STS,1,471,1672280768,rp2040_timer0,capture,event_count,30,INFO,0
STS,1,472,1672283952,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,473,1672287888,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,474,1688277184,rp2040_timer0,system,uptime_seconds,105,INFO,0
STS,1,475,1688281168,rp2040_timer0,capture,event_count,31,INFO,0
STS,1,476,1688284960,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,477,1688288944,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,478,1704277040,rp2040_timer0,system,uptime_seconds,106,INFO,0
